age,salary,gender,country,purchase
22,33317.22,1,Lao People's Democratic Republic,298.34
27,65303.08,0,Italy,529.4
40,110211.79,0,Dominica,735.71
35,72316.67,1,Niue,754.47
59,37443.83,0,Chad,189.79
36,62867.21,0,Norfolk Island,778.61
18,117084.72,1,Samoa,337.93
62,59686.33,1,Saint Vincent and the Grenadines,552.38
45,111849.77,0,Fiji,586.4
55,45379.98,1,Cook Islands,748.74
38,105084.07,0,Cayman Islands,321.85
44,76246.14,0,Brazil,598.24
18,88260.12,1,Georgia,815.24
24,118676.04,1,Comoros,247.88
19,82737.77,1,Nauru,772.07
51,62954.06,0,Israel,138.84
34,136756.01,1,Croatia,220.35
64,104951.31,0,Mali,120.69
20,39202.82,0,Pitcairn Islands,684.24
41,56486.54,0,Cambodia,492.65
45,101023.44,1,Ukraine,562.11
45,140814.49,1,Cayman Islands,806.48
21,108915.95,0,Chile,190.75
35,93948.83,1,Luxembourg,135.69
20,63690.0,1,Sierra Leone,280.16
60,33414.76,1,Cambodia,684.41
65,104768.35,0,Niger,876.82
31,47203.22,0,Falkland Islands (Malvinas),205.68
29,129626.33,1,Peru,139.74
26,38882.09,1,Australia,341.66
31,139247.35,0,Belarus,156.82
63,142215.33,0,French Guiana,817.28
39,52757.59,0,Wallis and Futuna,986.82
53,48252.78,0,Northern Mariana Islands,973.93
37,105765.54,0,Cambodia,585.44
23,54228.92,1,Libyan Arab Jamahiriya,662.64
36,127893.48,0,Haiti,99.71
64,102483.12,0,Tokelau,168.99
54,54498.6,0,Zimbabwe,522.27
19,29311.62,0,Togo,704.71
35,70338.54,1,Congo,648.34
64,139922.23,0,Chile,51.01
26,102281.55,0,Kyrgyz Republic,46.09
27,40459.95,0,Marshall Islands,479.5
63,98703.84,1,Togo,76.65
35,46427.16,1,Lithuania,373.65
60,66224.39,0,Holy See (Vatican City State),243.47
59,92091.99,1,Papua New Guinea,20.61
21,64019.01,0,Cambodia,496.05
20,51667.55,1,Haiti,587.47
18,65309.5,1,Hungary,365.01
42,90131.83,1,Yemen,583.99
26,100174.34,1,Jamaica,994.07
63,128508.53,0,French Polynesia,576.68
31,34460.14,1,Algeria,73.61
25,111799.6,0,Trinidad and Tobago,442.32
35,144152.17,1,Saint Martin,23.59
51,53736.99,1,Tonga,29.21
38,55043.85,1,Netherlands,806.1
48,143847.68,1,Thailand,636.14
50,112050.11,1,Central African Republic,95.86
54,118425.42,1,Denmark,569.72
54,123436.65,1,Paraguay,360.78
26,32696.9,0,Tajikistan,513.96
51,78843.94,0,Egypt,31.29
42,64573.56,0,Christmas Island,987.45
64,33897.33,0,Bulgaria,488.44
55,58612.91,1,Christmas Island,919.66
48,27738.79,1,Tanzania,955.26
50,34650.21,0,Bahrain,18.05
28,42533.87,0,Togo,630.97
63,67437.54,1,Cyprus,678.37
33,60641.25,0,Ethiopia,606.88
50,106542.75,0,Oman,555.71
63,38802.55,0,Gibraltar,315.69
37,70159.75,1,Liechtenstein,340.9
22,64092.24,0,San Marino,735.37
53,27140.48,0,Trinidad and Tobago,219.34
52,67181.31,1,Liechtenstein,269.11
62,53910.49,0,Afghanistan,283.27
44,104597.4,0,Lao People's Democratic Republic,42.1
26,83183.78,1,Thailand,192.2
59,127781.16,0,Bulgaria,183.6
47,76306.78,1,Gambia,990.33
34,78175.94,0,Bangladesh,602.65
39,37702.11,1,Cyprus,528.3
42,24786.6,0,Uganda,758.22
21,44621.47,1,Jamaica,975.86
55,80006.86,1,British Virgin Islands,310.89
50,112448.9,0,Montserrat,534.23
25,107547.33,0,Bahamas,885.78
53,40646.12,0,Micronesia,252.11
39,134511.07,0,Solomon Islands,867.68
33,49175.28,0,Angola,905.61
39,27406.92,1,Sudan,283.99
25,121811.53,1,Wallis and Futuna,419.19
51,50172.4,0,Sudan,254.4
36,149306.93,0,British Indian Ocean Territory (Chagos Archipelago),388.14
20,33263.47,0,Denmark,279.18
47,94711.31,0,Gabon,838.43
41,112910.5,1,Norfolk Island,273.08
44,31779.38,1,Congo,552.97
46,147067.33,0,Kiribati,498.0
63,127159.74,1,Burundi,107.64
62,50992.43,1,Syrian Arab Republic,307.04
55,112493.9,1,Turks and Caicos Islands,148.05
33,35305.35,0,China,824.87
55,50622.24,0,Egypt,567.71
39,127738.83,0,Solomon Islands,623.03
36,104325.92,1,Tonga,205.67
32,73127.35,0,Argentina,515.94
46,88821.62,0,Sudan,89.4
28,143555.2,0,Sao Tome and Principe,958.26
19,130046.4,1,Norway,537.43
22,53769.65,1,Swaziland,957.19
21,37265.07,0,Montserrat,355.46
59,59880.78,0,Gabon,266.36
65,83404.28,0,Iran,800.0
65,118941.19,0,Chile,434.68
63,39276.44,1,India,39.85
63,135463.24,1,Palestinian Territory,377.77
44,116140.89,0,Brunei Darussalam,423.2
24,54183.73,1,Dominica,196.45
21,21847.83,1,Jersey,730.55
60,67917.4,0,Yemen,930.2
61,90106.14,1,Greenland,997.93
62,57529.88,0,Canada,431.79
50,142798.33,1,Iraq,532.67
31,52390.88,1,Gabon,937.94
42,34342.7,1,Ecuador,48.13
41,31329.26,1,Saint Martin,104.91
64,92574.69,1,United States of America,433.84
41,126201.77,1,Barbados,65.36
47,61780.87,1,Rwanda,969.12
48,29924.26,1,Liberia,186.46
48,84049.55,0,Netherlands,29.78
41,24515.18,0,Seychelles,829.2
65,146050.34,0,French Southern Territories,630.58
44,50581.12,1,Bouvet Island (Bouvetoya),200.88
44,35367.18,0,Samoa,959.49
19,80205.75,0,Belgium,127.84
30,79443.01,0,Bermuda,154.68
42,87462.82,1,Fiji,999.65
36,37387.56,0,Mauritius,512.84
65,81024.09,0,French Guiana,13.06
25,103911.45,0,Uganda,182.26
65,106293.39,1,Tokelau,829.73
32,111057.91,0,United States Virgin Islands,182.43
27,67290.56,1,Uruguay,375.24
58,127370.58,1,Saint Helena,84.37
46,49806.81,0,Sudan,305.22
19,55028.25,0,New Zealand,94.61
26,111810.48,0,Korea,605.38
20,69600.05,1,Ghana,578.04
28,40764.92,1,Ecuador,875.56
38,126678.86,1,Paraguay,335.88
47,139574.19,0,Somalia,150.86
65,64302.33,1,Timor-Leste,368.25
39,115477.28,1,Bhutan,624.19
51,133701.04,0,Liechtenstein,425.98
32,136230.54,1,Cocos (Keeling) Islands,35.81
46,59106.43,1,Sri Lanka,28.5
29,129238.58,1,Haiti,247.93
39,89376.58,0,San Marino,712.07
31,149741.06,0,South Georgia and the South Sandwich Islands,193.52
48,62334.11,0,Luxembourg,148.35
19,109751.8,0,South Africa,247.62
44,24748.45,0,Dominica,966.62
62,141290.34,1,Azerbaijan,918.31
48,129317.95,0,Botswana,787.29
36,31765.04,1,Montserrat,966.59
54,67756.73,1,Samoa,922.69
51,65422.74,1,Hong Kong,416.18
62,83946.83,0,Qatar,27.71
61,127730.69,0,Taiwan,258.79
60,52079.02,1,Tunisia,487.86
39,79558.03,1,Anguilla,271.17
31,48772.68,1,Guernsey,133.6
30,24114.85,0,Croatia,136.84
24,110683.99,1,New Caledonia,105.69
22,31547.14,1,Jordan,568.26
63,41764.08,1,Cuba,217.51
29,124725.58,1,United States of America,635.48
19,76354.02,0,Netherlands Antilles,55.9
20,39839.01,0,Maldives,235.99
63,148630.79,0,Netherlands Antilles,551.32
32,141978.97,0,Germany,393.76
59,28803.43,0,Denmark,301.46
22,96654.07,1,United States of America,916.0
46,82650.63,0,Czech Republic,402.95
19,60634.26,1,Saint Kitts and Nevis,692.64
64,34660.35,1,Finland,366.6
42,40229.39,1,Tokelau,505.56
48,124508.45,0,Trinidad and Tobago,535.4
46,79907.51,1,Russian Federation,827.3
56,142206.26,0,Anguilla,643.37
22,138450.06,1,Eritrea,822.03
40,26105.88,0,Bulgaria,888.79
65,133389.33,0,Bhutan,783.68
35,147576.15,1,Faroe Islands,439.77
29,148136.3,0,Northern Mariana Islands,158.25
60,61610.81,0,Slovakia (Slovak Republic),188.75
49,94394.38,0,Korea,259.27
42,51157.43,1,Algeria,610.47
49,77297.42,1,Lesotho,891.28
32,69062.37,1,Armenia,98.81
25,47610.98,1,Jamaica,652.75
60,130692.83,1,Colombia,541.29
49,96008.21,1,Zimbabwe,342.09
24,123948.9,1,Equatorial Guinea,244.07
64,113119.88,0,Zimbabwe,777.49
61,25276.08,0,Korea,786.69
55,143700.45,0,Czech Republic,819.56
29,44120.83,0,Venezuela,130.01
53,63157.26,0,Senegal,574.4
57,86528.02,0,Kuwait,847.62
60,133213.97,1,Algeria,528.29
43,148331.17,0,Mexico,97.45
32,103429.83,1,Tuvalu,862.63
41,63663.32,1,Burkina Faso,403.19
44,86407.03,0,Sweden,347.53
64,25550.03,0,Luxembourg,605.83
41,120869.22,0,French Guiana,571.83
57,36896.17,0,Indonesia,810.71
41,25351.33,0,Micronesia,687.23
39,60081.75,0,Jordan,943.31
22,40823.51,1,Lebanon,952.71
59,100838.45,1,Belgium,487.85
33,136154.13,1,Guatemala,233.02
23,61199.83,1,China,441.13
26,65259.81,0,Anguilla,952.64
34,114818.6,1,Macao,740.34
55,23315.14,0,Niue,585.86
48,144201.99,1,Heard Island and McDonald Islands,855.01
46,140397.54,1,Lao People's Democratic Republic,247.65
42,129055.96,0,Albania,850.74
58,40305.87,1,Tanzania,626.6
37,94851.25,1,Cape Verde,846.55
35,32991.91,0,Namibia,491.28
42,58118.45,0,Peru,110.56
37,74803.77,1,Jordan,884.09
51,131204.72,0,Zambia,993.44
40,43939.68,1,Macao,976.76
52,33245.59,0,Thailand,709.4
58,93456.24,1,Turkey,273.07
65,112603.22,1,Saint Pierre and Miquelon,30.66
35,37840.28,1,Vietnam,224.21
61,127308.06,0,Pitcairn Islands,463.83
58,38352.28,1,Australia,638.18
42,75326.7,0,Kiribati,627.47
35,26660.66,1,Denmark,801.75
24,84149.73,0,South Africa,717.49
57,60226.28,1,Pakistan,397.62
42,42938.54,1,Western Sahara,658.69
44,147909.69,0,Belgium,783.22
41,76511.87,0,Norway,364.45
18,130621.82,0,Cape Verde,189.48
55,63834.52,1,Montenegro,870.19
26,109384.6,1,Kazakhstan,401.13
51,141193.61,0,Dominica,782.77
20,69235.9,0,Sweden,629.76
64,137290.4,1,Rwanda,732.4
26,124082.74,0,Paraguay,666.08
51,139849.74,1,Sierra Leone,719.55
42,65196.43,0,Kuwait,371.81
50,69110.44,0,North Macedonia,138.15
40,21447.36,0,Iraq,959.5
24,126902.97,0,Palestinian Territory,627.98
63,68889.61,0,New Zealand,437.31
62,131725.83,1,India,415.92
36,140366.93,1,Palau,578.26
61,105579.57,0,Macao,919.43
27,76427.2,0,Madagascar,60.8
51,136961.06,0,Philippines,521.05
31,122510.15,0,Bolivia,218.38
29,149108.89,1,Mali,925.85
58,125371.31,0,Iran,602.03
45,132750.85,0,Egypt,681.85
45,61694.82,0,Guernsey,109.35
45,115031.23,1,Sao Tome and Principe,55.13
23,106136.69,1,Kenya,986.96
29,106647.35,0,Brunei Darussalam,313.46
48,98115.22,0,Costa Rica,419.27
35,99683.53,0,Philippines,336.39
30,133871.37,0,Ukraine,97.28
45,136492.05,1,Cayman Islands,332.18
48,44397.12,0,Croatia,355.26
38,89782.83,1,Ecuador,181.01
29,115795.39,0,Guadeloupe,131.98
35,56275.6,0,Faroe Islands,131.07
42,113081.46,1,Eritrea,261.42
50,117503.51,0,Pakistan,725.69
29,92767.26,0,Morocco,705.22
47,80924.4,1,Northern Mariana Islands,884.45
38,62685.26,1,Argentina,378.97
34,126702.19,0,Congo,483.65
51,74598.96,0,Moldova,153.62
28,144378.15,1,New Zealand,520.91
64,65617.6,1,Isle of Man,397.6
51,26199.78,0,India,726.55
63,44742.37,0,Barbados,297.33
25,53772.08,1,Jordan,47.89
46,82575.68,1,Saint Barthelemy,836.05
44,123890.94,1,Iceland,760.68
26,56636.14,1,China,212.41
33,111537.29,1,French Southern Territories,272.64
26,89538.46,0,Saint Kitts and Nevis,571.56
53,87703.31,0,Portugal,390.33
18,32470.15,0,Iraq,695.61
34,98280.74,0,Barbados,885.84
30,139298.56,0,United States Virgin Islands,399.41
27,110881.64,1,Grenada,915.94
35,66316.86,1,Saudi Arabia,685.13
32,87526.67,1,Cape Verde,60.03
57,137178.75,1,Mali,418.3
57,142580.5,1,Kazakhstan,188.34
54,35531.62,1,Taiwan,278.44
41,130140.23,0,South Georgia and the South Sandwich Islands,393.88
44,136763.22,0,Portugal,683.52
42,67826.39,1,Burkina Faso,499.45
62,126004.88,1,Madagascar,599.39
33,143921.55,0,Lithuania,525.1
39,133395.07,1,Saint Helena,599.47
34,42219.75,1,Guyana,14.68
48,140429.85,1,Malaysia,825.77
38,57406.8,1,Togo,155.17
56,133119.92,1,Liechtenstein,536.25
65,84024.23,0,Gibraltar,47.22
27,91900.33,0,Azerbaijan,200.9
19,50756.38,0,Indonesia,171.1
55,85483.73,1,Cyprus,30.31
26,24021.75,0,Panama,439.23
18,83849.19,1,Lithuania,826.08
51,125973.88,0,Cyprus,69.99
18,25208.48,0,Israel,368.3
48,60876.12,0,British Virgin Islands,410.34
59,113082.78,0,Serbia,349.37
59,26831.6,1,New Caledonia,96.68
63,129948.67,0,Tuvalu,646.66
40,98563.37,1,Angola,480.84
40,105223.4,1,Spain,592.84
41,42570.63,1,United Arab Emirates,236.09
34,140263.66,0,New Caledonia,251.87
58,72936.77,0,Barbados,579.89
21,139918.15,1,Montenegro,269.37
57,74603.38,1,North Macedonia,115.54
27,112450.81,0,Nepal,322.15
65,112186.47,0,Israel,578.49
42,73379.44,1,Vanuatu,280.56
56,22734.99,0,Senegal,26.41
59,143660.16,1,Saint Barthelemy,341.84
36,35694.33,1,Bouvet Island (Bouvetoya),170.2
20,63712.39,0,Jordan,921.83
58,83697.46,1,Moldova,25.51
44,62341.86,0,Czech Republic,608.02
31,37335.17,0,Nicaragua,870.55
30,39995.29,0,Croatia,679.2
39,44539.54,1,Peru,901.48
46,144921.05,1,Falkland Islands (Malvinas),481.97
25,49776.48,1,United States Minor Outlying Islands,755.1
28,75422.46,1,Marshall Islands,81.26
60,49402.78,0,Aruba,345.69
27,50794.78,1,Anguilla,815.36
42,114719.46,0,Equatorial Guinea,820.9
40,99181.76,0,Mongolia,739.87
34,45621.33,1,Lao People's Democratic Republic,189.29
40,129681.69,1,Saint Lucia,186.38
39,71370.01,0,British Indian Ocean Territory (Chagos Archipelago),175.7
32,30200.83,1,Serbia,975.39
57,46581.72,1,Romania,408.53
31,135842.86,1,Georgia,615.6
65,82561.53,1,Malawi,635.82
59,89633.07,1,Faroe Islands,709.24
30,121769.88,1,Chile,375.94
37,41109.9,1,Samoa,512.18
21,42742.97,0,Vietnam,124.57
28,65458.63,1,Saudi Arabia,941.35
40,72271.12,0,Zimbabwe,419.07
48,74526.24,1,Tanzania,370.36
52,28624.95,0,Palau,535.88
49,72095.37,1,Turks and Caicos Islands,200.06
18,88032.9,1,Albania,139.8
64,48972.24,1,Northern Mariana Islands,689.72
60,72905.44,1,Montserrat,304.02
60,65334.97,0,North Macedonia,583.47
56,116044.1,0,United States Minor Outlying Islands,340.46
49,54373.39,1,Montserrat,32.81
45,97370.24,0,Samoa,690.44
25,35374.32,0,Guam,184.32
24,21958.95,1,Saint Pierre and Miquelon,549.69
58,69478.44,0,Slovenia,879.59
24,72200.85,0,Jersey,346.12
64,61344.3,0,Cameroon,570.89
26,66895.46,1,Vanuatu,870.28
56,87124.88,0,Oman,145.44
21,83250.8,1,Monaco,69.11
60,36109.19,1,Lesotho,724.41
50,52634.72,1,Belize,749.74
26,61042.24,1,Namibia,311.66
29,49731.07,1,Mongolia,893.03
34,126303.24,0,Pakistan,207.44
22,39578.48,1,Japan,681.77
35,117948.51,1,Lesotho,574.99
21,48333.34,0,Malta,596.76
29,64788.73,1,United States of America,885.78
55,104709.48,0,United Arab Emirates,365.8
61,56814.56,0,Djibouti,254.78
25,88517.55,1,Swaziland,147.53
64,64505.15,0,Macao,208.83
28,82737.75,1,Saint Martin,888.65
58,77330.42,1,Hong Kong,16.88
53,101876.51,0,Estonia,125.76
44,64021.7,1,French Polynesia,778.65
43,125323.75,0,Moldova,932.62
61,76599.63,0,Panama,919.73
65,93886.7,0,Seychelles,702.57
65,134611.29,0,Japan,432.23
28,142664.78,0,Macao,204.18
56,43828.14,0,New Caledonia,337.73
34,43528.75,0,Norway,489.13
24,111402.15,1,Cape Verde,950.77
59,37217.42,0,Brazil,578.2
48,92907.73,0,Mauritius,82.01
27,78903.81,0,Palestinian Territory,938.63
22,73624.65,1,Germany,729.81
56,31918.86,0,Serbia,743.08
51,28878.63,0,Madagascar,761.22
19,22963.75,0,New Caledonia,775.25
40,25181.88,1,Austria,704.0
43,54217.77,1,Monaco,450.47
49,132887.83,1,Mozambique,544.42
30,65174.78,0,Kiribati,860.85
36,96610.49,1,Georgia,665.39
42,71779.8,0,Luxembourg,881.9
53,147556.95,1,United States Minor Outlying Islands,937.98
42,92927.06,0,Syrian Arab Republic,130.9
56,49512.52,1,Uruguay,550.02
56,133490.77,0,New Caledonia,216.86
31,98770.96,0,Christmas Island,33.81
55,100419.65,0,Falkland Islands (Malvinas),304.64
39,81580.26,0,Niue,657.01
41,58070.19,1,Holy See (Vatican City State),193.48
62,60569.29,1,Cyprus,868.8
28,123436.39,0,Costa Rica,148.09
28,134847.79,1,South Georgia and the South Sandwich Islands,538.8
25,70497.11,1,Bhutan,483.1
61,77128.41,1,Algeria,607.67
65,140495.19,0,Taiwan,136.49
39,117394.0,0,Armenia,720.28
25,70948.82,1,Iran,535.32
54,24154.89,1,Cuba,351.59
26,104607.07,0,Grenada,493.65
38,49560.03,0,Brazil,635.39
39,111343.77,0,Malaysia,142.86
39,34913.82,0,Dominica,565.03
33,102654.0,0,Belize,172.12
23,113960.71,0,Estonia,808.77
28,140842.74,1,Bermuda,339.74
21,141974.8,1,Tajikistan,68.45
30,96183.2,0,Malaysia,518.27
21,89897.32,1,Sierra Leone,68.36
59,100600.05,0,Finland,584.07
65,91493.32,0,Holy See (Vatican City State),352.24
34,95892.4,1,Saint Martin,106.41
62,111739.68,0,Isle of Man,730.99
58,139911.86,0,Vanuatu,430.03
58,122598.63,1,Israel,300.53
28,131889.56,1,Macao,277.56
18,77400.95,0,Vietnam,273.69
44,118491.98,1,Netherlands,96.53
50,30717.16,1,Turkmenistan,894.57
42,116255.04,1,Tajikistan,473.32
40,28629.57,0,Saint Vincent and the Grenadines,214.28
20,25202.67,1,Central African Republic,939.52
42,114289.39,1,Uruguay,312.28
49,20669.32,0,Ghana,964.43
39,31542.37,0,San Marino,456.46
49,82040.39,0,Tokelau,533.75
36,85111.93,0,Saint Barthelemy,934.94
42,55468.73,1,Greece,847.08
63,76144.24,1,South Africa,58.14
23,145072.16,1,France,872.06
57,39962.48,1,Zambia,471.97
22,97098.22,0,Netherlands Antilles,788.0
20,21378.56,0,Jordan,737.22
23,65715.81,1,Bahamas,96.15
45,86694.73,0,Gabon,311.89
22,43970.06,1,Cyprus,261.29
29,47074.65,0,Jersey,77.7
31,69671.62,0,Zimbabwe,760.14
57,64081.86,0,Faroe Islands,291.48
51,85227.89,0,Haiti,618.55
48,30886.71,1,Niger,773.36
30,22817.81,1,British Indian Ocean Territory (Chagos Archipelago),81.46
29,99859.57,1,Colombia,717.44
35,73478.21,0,Iran,826.64
33,47001.26,0,Western Sahara,391.02
30,60316.35,0,San Marino,902.99
60,109022.48,1,Fiji,648.38
36,75112.65,1,Ghana,251.88
24,92308.02,1,Jersey,119.31
65,125007.3,0,Vanuatu,567.67
20,134064.41,0,Norfolk Island,585.6
18,114032.8,1,Philippines,599.28
24,41714.04,1,French Southern Territories,319.34
48,24927.43,1,Zimbabwe,961.68
50,100093.64,1,Trinidad and Tobago,945.64
42,134572.04,1,Jamaica,226.51
62,138039.57,1,Chile,528.06
41,37652.8,1,Congo,491.31
21,97814.54,0,Hong Kong,323.72
19,71685.21,1,Syrian Arab Republic,741.74
44,76746.67,0,Saint Pierre and Miquelon,993.76
58,136446.89,1,Myanmar,929.5
58,23072.17,1,Taiwan,548.06
59,26779.61,0,Austria,156.33
27,70232.12,0,Romania,594.9
65,59828.25,1,Somalia,932.86
22,105797.16,0,Guatemala,570.67
34,130576.93,1,Slovakia (Slovak Republic),45.76
48,86812.27,0,Estonia,108.58
43,49935.74,1,Libyan Arab Jamahiriya,659.73
35,79122.9,1,Taiwan,769.88
63,99481.04,0,Madagascar,806.76
26,90188.74,1,Luxembourg,973.7
49,128216.69,1,Georgia,140.97
62,20398.18,1,Indonesia,211.03
26,127051.41,1,Tuvalu,372.9
33,21784.39,1,Burundi,937.05
27,137093.1,1,Argentina,265.94
61,137532.7,1,Guinea-Bissau,773.77
65,131902.96,0,Guatemala,584.64
22,143812.93,1,Botswana,313.03
43,84619.7,0,Guinea,949.19
26,145691.74,1,Saint Martin,542.92
34,51587.09,1,Sri Lanka,559.03
30,84553.95,0,Saudi Arabia,89.58
22,39480.92,1,Canada,755.7
34,83524.99,0,New Caledonia,544.87
18,147291.62,0,Uzbekistan,166.55
19,64681.74,0,Samoa,413.86
50,89219.94,1,Guadeloupe,641.05
23,63419.68,1,Montserrat,882.44
29,147471.84,0,Paraguay,683.86
56,23891.94,0,Luxembourg,719.58
18,61550.59,0,Aruba,685.77
53,73705.7,0,Macao,304.11
43,24256.92,1,Grenada,675.38
39,92092.45,0,Dominica,186.28
40,42671.07,1,Albania,460.64
45,133676.13,1,Belize,902.41
20,54720.03,0,Bahamas,431.2
20,102258.11,0,Netherlands Antilles,772.5
41,123612.71,0,Qatar,545.55
43,33153.29,0,Gabon,38.1
45,86771.53,0,Macao,850.66
39,98372.53,0,Sierra Leone,415.74
33,118882.66,0,Saint Helena,412.3
61,24599.96,1,Honduras,819.58
18,83542.86,0,Honduras,778.13
30,34400.22,1,Trinidad and Tobago,239.09
58,131934.0,0,Ethiopia,956.81
38,88447.59,0,Lebanon,671.67
47,23006.04,0,Bermuda,263.21
61,135370.17,0,Italy,575.11
35,28076.57,0,Sao Tome and Principe,280.96
28,89957.62,0,Burkina Faso,459.8
21,43111.26,0,Sri Lanka,968.67
51,46535.2,1,Martinique,543.07
28,21498.24,0,Central African Republic,885.64
23,46370.69,0,Congo,787.51
36,50198.66,1,Bulgaria,898.06
36,111515.69,1,Lithuania,388.46
51,20502.71,1,Qatar,607.19
58,68319.68,0,Netherlands Antilles,22.4
24,110414.54,1,Mauritius,216.78
39,74565.3,1,Iran,50.02
28,68837.18,0,Jordan,67.31
55,37819.67,0,Papua New Guinea,83.79
33,47874.66,1,Macao,306.14
63,111111.47,0,Georgia,977.2
56,33188.25,0,Monaco,334.32
56,95820.24,0,Vanuatu,359.27
64,130995.18,0,Italy,382.78
33,41587.57,1,Latvia,295.48
19,129573.38,1,Somalia,436.02
23,75985.81,1,Equatorial Guinea,495.34
46,86085.86,1,Gibraltar,631.1
62,79079.03,1,Panama,95.47
21,75551.21,0,Sudan,131.07
42,51314.57,1,Gambia,736.81
32,109168.73,0,Netherlands Antilles,397.76
59,133224.78,0,Sudan,601.52
26,59531.43,1,Morocco,343.39
30,34107.42,1,Chile,696.14
23,141063.68,1,Chile,998.73
57,65328.68,0,Turkey,107.45
40,48895.2,0,Algeria,972.38
56,77949.31,0,Germany,398.98
18,102246.19,0,New Caledonia,784.69
42,45591.87,1,Western Sahara,554.66
39,142052.86,1,Norfolk Island,844.51
39,148328.95,1,Bolivia,186.02
51,115504.57,1,Guinea,183.92
53,90312.4,0,Lebanon,52.91
53,71387.49,1,Dominican Republic,127.16
40,134724.67,1,Grenada,691.72
42,45992.45,0,Sweden,915.79
21,21509.07,1,Kenya,278.38
25,113873.31,1,Lao People's Democratic Republic,306.77
32,127820.27,1,Mali,760.0
39,60076.43,1,New Zealand,107.62
63,117928.6,0,Egypt,665.64
55,75811.55,1,Peru,270.73
53,97530.73,0,Sierra Leone,912.57
49,123467.29,1,Estonia,265.57
26,99916.6,0,Kazakhstan,831.86
60,113635.32,1,Philippines,331.8
52,58146.35,1,Poland,191.08
28,148657.36,1,Malawi,753.12
39,92296.25,0,Ukraine,162.14
44,82586.78,0,Mozambique,533.28
48,39073.02,0,Uganda,200.93
59,24084.4,1,El Salvador,627.56
61,42212.89,0,Kenya,957.6
24,62304.05,1,Cayman Islands,305.51
53,95729.83,1,Saint Kitts and Nevis,309.43
30,109960.01,1,Poland,836.25
20,107541.15,1,Kazakhstan,805.92
62,94095.44,0,Sudan,167.15
36,108410.11,1,Comoros,42.54
24,43034.7,0,Antarctica (the territory South of 60 deg S),352.54
23,136400.74,0,Greenland,893.22
44,92842.06,1,Poland,851.19
50,40413.51,1,Saint Kitts and Nevis,764.92
40,54713.83,1,Angola,517.5
61,110575.17,0,Lesotho,732.8
57,88772.53,1,Belize,779.59
62,66325.72,1,Anguilla,699.44
43,92763.39,1,Martinique,683.21
23,147512.71,1,Bermuda,289.47
46,68583.24,1,Saint Pierre and Miquelon,315.37
19,109630.42,0,Togo,284.9
32,44252.48,1,Israel,816.39
30,31957.95,1,China,699.05
60,43758.67,0,Congo,828.18
30,32437.24,1,Gambia,511.28
23,28155.47,1,Suriname,889.11
54,77680.79,1,Saint Helena,640.03
36,132668.04,0,Cayman Islands,106.61
50,66329.21,0,Tajikistan,82.0
35,71375.1,1,Belarus,874.91
19,136651.31,0,Malawi,953.81
36,25150.45,0,Afghanistan,422.7
55,38046.15,0,Saint Helena,847.21
49,66001.33,1,Faroe Islands,188.01
43,92442.96,1,Marshall Islands,730.2
20,92889.96,1,Niger,833.06
58,94327.98,1,Korea,61.19
45,69219.62,0,Antigua and Barbuda,349.88
18,25915.73,0,Germany,236.35
30,105958.76,0,Turkmenistan,671.96
65,129316.55,0,Colombia,22.47
39,27070.53,1,American Samoa,613.18
28,144707.19,1,Sierra Leone,506.15
61,20679.22,1,Djibouti,555.28
39,84589.62,1,United Arab Emirates,659.35
26,23945.58,0,Pitcairn Islands,40.68
64,128399.15,1,Djibouti,636.24
35,75008.58,0,United Kingdom,926.54
42,94591.86,0,Dominica,934.63
39,80462.84,1,Greece,231.16
39,72551.88,0,Palau,747.93
63,29680.02,0,Somalia,46.45
53,47877.18,1,Lebanon,683.33
25,72152.77,1,San Marino,584.39
28,49034.12,0,Malawi,720.56
55,137988.25,0,Iraq,181.68
59,104355.74,1,Mayotte,643.33
21,126899.88,0,Antigua and Barbuda,962.66
41,142647.71,0,Vanuatu,23.24
50,113646.11,0,Colombia,578.34
42,143485.12,0,Rwanda,131.1
36,107674.23,1,Belarus,135.77
65,75787.4,0,Solomon Islands,677.01
37,32002.7,0,Puerto Rico,367.67
59,29647.9,1,Antigua and Barbuda,52.48
60,47991.43,0,Qatar,980.68
23,126714.2,1,Guinea,914.65
64,35916.35,1,Russian Federation,827.32
24,72453.66,0,Mexico,925.04
43,96572.55,0,Faroe Islands,840.64
30,128427.26,1,Guinea,512.32
60,61698.23,0,Mali,931.38
29,70647.74,0,Chile,126.65
24,93695.37,1,Reunion,204.35
40,31757.05,0,Guyana,374.18
56,91213.31,1,Jersey,462.84
63,86654.57,0,Niger,886.56
31,115249.34,1,Bouvet Island (Bouvetoya),371.35
42,42442.11,0,Georgia,846.12
37,86369.82,1,Barbados,793.47
39,77280.05,0,Wallis and Futuna,337.49
64,24536.63,0,Bouvet Island (Bouvetoya),952.07
27,127805.11,1,Nicaragua,102.43
45,125531.02,0,Palau,623.38
33,119705.49,0,Guadeloupe,75.19
63,59681.19,1,Kyrgyz Republic,701.51
25,42056.58,0,United Kingdom,567.81
21,25111.43,0,Israel,506.29
58,75594.03,1,Antigua and Barbuda,36.14
25,27815.26,1,Vietnam,477.95
34,132915.1,0,Holy See (Vatican City State),301.74
28,100943.3,1,Slovakia (Slovak Republic),897.54
65,88327.91,0,Lithuania,727.31
59,45535.09,0,Canada,377.27
